ID,RiskScore
0,34.41757592341877
1,54.46928907612329
2,32.270960642745585
3,35.26315563847151
4,32.94860599547651
5,75.6088199849428
6,31.90883992535511
7,29.759947999538756
8,30.374605001118308
9,62.053540014721044
10,49.89340155179257
11,27.129017565767068
12,51.661979990950236
13,36.80632486772078
14,48.84863983699348
15,58.07118448487301
16,24.071271776956902
17,33.82962200273252
18,66.99323714376986
19,62.498159252121525
20,76.24625436270209
21,33.13422326235085
22,63.49874344361444
23,36.574432945776216
24,53.53576748772965
25,28.32868468076426
26,32.186113789010804
27,27.52596368908112
28,55.096630352547194
29,72.13907108195343
30,29.399751207992562
31,64.68114481466137
32,33.191084864047816
33,32.121904065805204
34,36.7261220930773
35,38.94015115105049
36,71.86801459567431
37,59.63642465383325
38,42.60415832867229
39,71.63565964022966
40,68.95800142202168
41,55.147474703584244
42,76.76187632943736
43,24.205056165381748
44,44.153337369379436
45,30.229054571086845
46,37.107428899400865
47,69.44229181421667
48,29.100248148688088
49,35.440528697263495
50,63.08331526843988
51,58.761122798402475
52,50.660048413136465
53,33.30287094494592
54,28.559557417670256
55,32.62181592277489
56,72.74338771144419
57,37.13694143034098
58,39.2632280050452
59,60.1345686336578
60,68.50102539551446
61,50.689157053323974
62,31.95245283880785
63,81.38725129485135
64,26.031641025507845
65,31.8442147478156
66,56.52598830224699
67,64.18248239901278
68,37.62877236120692
69,67.16281631835274
70,35.8361075000083
71,41.589408888120474
72,49.18612266743759
73,57.41376953814112
74,53.70194653700896
75,65.07704659728172
76,67.15240846638707
77,24.52041960853326
78,54.30959522586993
79,58.5281748089022
80,72.79628472834199
81,56.43091783394135
82,58.30991746097314
83,33.55529224238924
84,68.63951253568534
85,73.23329700428697
86,60.18379393112069
87,23.167763001136088
88,50.94348165647369
89,77.46731376677474
90,34.36048708057959
91,56.58347664748089
92,32.90066098409318
93,31.278102905308153
94,37.82194287408836
95,36.55094667661061
96,34.42891076724842
97,66.13522962691206
98,35.22592174704882
99,61.305559268973724
100,34.06550944562154
101,33.5202659758115
102,72.20079260342628
103,73.73876442875553
104,30.51573620797379
105,83.59162438939748
106,71.8310481013184
107,73.84581685376492
108,37.71503170467512
109,77.95750461648757
110,52.448680390032756
111,65.91990344858473
112,77.46822164678336
113,65.47536496431384
114,68.75089697731237
115,31.42820847539235
116,73.47116637292488
117,57.46469609227773
118,38.71127443492801
119,44.67924164241507
120,29.206089724791536
121,72.58012161560373
122,28.717502191066142
123,56.21583289103696
124,34.620310334021326
125,64.8877696314924
126,26.46642960780152
127,30.582038503422535
128,35.466052403804376
129,70.81033713893196
130,29.20037551564367
131,68.85246241402673
132,72.21920957888071
133,79.79113065034954
134,27.32262207943802
135,32.485366155703474
136,22.08880354893043
137,33.238022675969674
138,32.89834319368025
139,39.73265132996568
140,48.02029170051267
141,47.98608885136569
142,25.189813595486896
143,25.2851090858085
144,67.87476845227638
145,32.61035967119901
146,53.30084159793729
147,69.80516459419545
148,70.04387127601967
149,75.77685343383368
150,36.59081286827878
151,32.842221680043934
152,72.61258094518914
153,44.21243393153832
154,63.36019399950599
155,34.45247037136386
156,67.657950737856
157,67.65592007589733
158,65.1526015122691
159,72.30877498607522
160,46.53733954713323
161,32.71541039734473
162,68.78381631673278
163,34.50477289310438
164,40.568290908884165
165,54.23714325524735
166,31.85772470083581
167,45.584056210415106
168,32.49430530122915
169,27.117745337621763
170,32.14057406916612
171,39.836036530162914
172,63.69085733816227
173,40.04084796825303
174,31.21028375697264
175,42.97134307851089
176,59.96890285372373
177,40.60845760078437
178,52.39115658952096
179,68.86070713827368
180,37.665299547028994
181,31.27056207981208
182,66.21065107380007
183,52.07538333725778
184,76.58817188855129
185,69.46715841292398
186,70.25144147653857
187,62.73974439537628
188,33.268101517929644
189,21.735204575174716
190,30.874547395873318
191,74.68159317547844
192,57.32645030710588
193,29.686227045058036
194,66.9688567541297
195,26.306603956905217
196,34.16437706528708
197,63.47702757052044
198,70.63808020940702
199,32.62596234409314
200,31.81885970693273
201,61.70931466683457
202,31.511473122866924
203,34.688295217242064
204,75.87721327643145
205,61.451860673625994
206,64.33711650537674
207,51.17525733870493
208,56.640234215509466
209,68.82380273512693
210,30.193180338319944
211,27.968693276011198
212,72.00293213431179
213,65.8748725680086
214,37.812103152137354
215,62.8983840065996
216,66.40151253631335
217,71.46494895891509
218,56.213120275223794
219,32.67511724944623
220,31.6988933882351
221,33.94556128573381
222,31.869319428007202
223,57.29208155830885
224,28.48849438656664
225,67.11444895807203
226,57.17712506085666
227,33.76698224894776
228,33.29421097143751
229,37.936599150991206
230,41.86244919333873
231,53.79682974455026
232,53.67668275311463
233,55.24089173379733
234,71.94689740557368
235,43.779121775350454
236,31.064934995516932
237,53.30879890972181
238,64.72201436766339
239,28.937513146053483
240,62.196399219916536
241,66.69569163942363
242,46.951276284842166
243,66.85886671683974
244,64.25021686604644
245,68.74695458819556
246,21.897686418679186
247,38.6110786815324
248,80.18739320866504
249,23.831189271025362
250,62.540495741091036
251,32.232756495554554
252,46.65057326512033
253,51.88673451794859
254,59.81659930834898
255,32.189736022710456
256,54.18628864724859
257,66.36287182750226
258,63.89336806601898
259,37.67584122120452
260,48.19813093347257
261,46.59950934425055
262,27.10827201225485
263,80.21480992584608
264,59.54545192812015
265,27.440525363275707
266,39.45339705347044
267,24.311034607692502
268,65.84214920602302
269,76.70064962311503
270,65.90918339161574
271,75.44396450154586
272,32.215760023515614
273,50.347183767158256
274,26.566894987186483
275,37.257941860002106
276,62.691036881721516
277,31.893996292574872
278,61.3808498787049
279,27.915016235641406
280,60.70701098498588
281,59.640694836791816
282,64.44224721431135
283,55.94236515460624
284,35.67018306656187
285,30.594809069201684
286,31.0225706817153
287,73.04131744798265
288,54.443365368346996
289,33.20169474918686
290,59.52978342718317
291,38.12781940298476
292,53.85703615720304
293,69.95351285775457
294,33.17028930953873
295,68.70792933592038
296,67.7004077479382
297,30.520348078140174
298,32.164364326563
299,72.68196113590628
300,49.641683313379545
301,70.17988582622026
302,51.083942668022814
303,35.29200602713313
304,58.25739960904885
305,28.33470978299034
306,36.79822042339954
307,70.37903410473818
308,55.543797717247166
309,29.184418600425833
310,67.809250854233
311,59.04923290288717
312,53.714546199860166
313,41.851841136748895
314,63.69198647378925
315,77.0032464248406
316,36.48604025832679
317,35.45959785312726
318,66.94096557423207
319,32.66767468137525
320,28.642195709912198
321,33.15547648785825
322,75.01276902581012
323,69.28337729222773
324,87.67438467860299
325,29.50202819432776
326,75.99099714741122
327,32.625824761075286
328,39.146519295543094
329,30.56310476963608
330,54.7866738886917
331,78.84131048526251
332,22.17863568918136
333,68.01195192461549
334,62.72327966926512
335,59.99736497856968
336,56.126063822249186
337,30.53892404809386
338,34.91065204320367
339,50.68557193182386
340,76.3055084719751
341,76.16676885711
342,69.14111489020793
343,63.431070328488765
344,34.18392618028604
345,34.0040331557894
346,46.322654958277
347,37.90290487009162
348,36.52947600851818
349,24.247507459065268
350,41.19459181729309
351,32.40734794198988
352,61.703195353413214
353,26.355516349395636
354,29.18033181296951
355,31.770092342000233
356,25.60569396228045
357,29.1973397882284
358,28.290057709656427
359,69.70099947021524
360,29.464510565303254
361,27.261404243576862
362,32.52425589850854
363,59.18398888658295
364,54.638646102587934
365,53.01012563163552
366,53.79182923368131
367,31.29251437427568
368,68.66959812475466
369,40.808918335613825
370,34.464450246201395
371,28.99940849715838
372,33.92565987058569
373,67.24921125348853
374,60.15753501810268
375,33.82133355877538
376,27.171138951931656
377,60.8431711122141
378,50.50405238328485
379,72.45019687022008
380,33.502164537668406
381,29.379300144038453
382,63.30957070362783
383,66.89021308586378
384,52.594371667500816
385,62.589164158144534
386,28.01183179014563
387,31.690894494129267
388,59.61608033368801
389,31.560573901885085
390,66.56138351918733
391,68.00218165686937
392,60.17173790120195
393,37.61599256605535
394,69.49174404584073
395,62.81756610862803
396,32.47548027376885
397,27.09344057176795
398,67.59551065948294
399,32.70327137527903
400,55.62245470828052
401,67.26536117748704
402,26.309083573140366
403,65.60752546184746
404,64.60190466512203
405,53.19344985410205
406,30.930169238719387
407,62.6362914994858
408,52.00130241187739
409,32.31518619579585
410,35.52048045367985
411,42.36204364732356
412,33.27154252051
413,32.15121052469558
414,58.866870603202464
415,40.36081069716683
416,45.872178859953316
417,37.85757956954975
418,29.80748713206721
419,54.20971172782197
420,24.576915310778013
421,40.145795702841184
422,33.36755919316344
423,60.38647609446695
424,25.06012719687225
425,54.38485857570667
426,29.464777876398866
427,34.70758121378424
428,56.9610117534032
429,32.95324351426085
430,63.32601546015201
431,33.478921137942386
432,67.74392683596257
433,69.60993839990063
434,69.06932223904724
435,59.6325265172092
436,28.73996420876615
437,66.40000516869851
438,37.47480944928083
439,51.475220495168266
440,71.59327039735334
441,29.322015079371237
442,72.09277548825084
443,59.16925197736396
444,70.65752062820523
445,71.88232923154732
446,66.46381189995626
447,40.62520422428534
448,65.6262009435868
449,74.94424378687069
450,66.05238010863675
451,72.55816925202937
452,28.274495273144176
453,60.158883935292884
454,61.20535328158296
455,35.469873196154744
456,39.18191822387221
457,59.83530079634419
458,36.96917408472244
459,57.713994539455065
460,35.13942973536665
461,35.38346767863565
462,29.094723436125037
463,52.75856179981143
464,26.31329403693573
465,38.135823436596404
466,27.952998539520614
467,69.10545319091047
468,37.59113979434421
469,77.84721805551514
470,59.88125627815771
471,68.94684464708531
472,35.72888694787194
473,33.33344437173296
474,28.232863737661127
475,62.879713487615405
476,28.189598463914535
477,71.80545314874158
478,28.60754119886046
479,59.848483648754915
480,58.60421079552499
481,36.59083818336106
482,75.80061975791116
483,35.400941790699285
484,32.77857859618042
485,46.665319998872775
486,71.0432863723566
487,36.742013325721985
488,71.5714893940162
489,25.88916153857193
490,67.83110731243106
491,37.36605176897378
492,69.42555613071153
493,30.88812187395572
494,69.11385115193038
495,35.68369735477832
496,83.97361529106846
497,69.0223933532626
498,51.91922003675172
499,30.942940169187224
500,43.62277940297429
501,39.170286505857504
502,69.64429067939348
503,28.047924133116524
504,35.93176404784805
505,55.16447978074174
506,49.879681479850234
507,72.1541073320306
508,29.55248742569303
509,74.14914210502523
510,44.84285520150134
511,49.091048334246246
512,28.26874573417628
513,84.66992905688879
514,64.57662151673989
515,38.8905660937075
516,39.45598762147479
517,39.394018387378885
518,38.00254623068813
519,39.79654796417069
520,67.10352678361774
521,74.40240939791606
522,67.5642275949132
523,26.60892274890012
524,47.41108622168071
525,68.0607987724273
526,46.40089057675706
527,57.70028735596351
528,21.81369005840494
529,39.943233673094205
530,31.19407370009647
531,25.89293435395006
532,47.69612014763374
533,59.64487881955134
534,62.73781051941348
535,32.06708593248069
536,58.42085366884299
537,74.01738325063192
538,65.7308907173579
539,73.15647347195527
540,61.159931908081845
541,34.767160244684284
542,75.26845780613188
543,47.1912069687972
544,63.80996716013723
545,78.7248949063877
546,70.74264558028985
547,50.31253392560763
548,59.66493069913222
549,57.254871997055794
550,36.45792863488808
551,33.803518908143225
552,57.78517052317373
553,31.339420200356365
554,72.9935544170851
555,55.871664510490334
556,46.317322633189235
557,38.04935930823689
